Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
BERGAMO;BERGAMO;REGO APARTMENTS - CARAVAGGIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388238842;VIA SAN TOMASO 78;24121;BG;G;;;;;;1;0;5;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;9.67548241;45.70368631
BERGAMO;BERGAMO;REGO APARTMENTS - OBERDAN;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381822755;VIA CESARE BATTISTI 3;24121;BG;G;;;;;;2;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;9.67744675;45.70361936
BERGAMO;BERGAMO;REGO APARTMENTS - PALAZZO MONZINI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387543264;VIA PIGNOLO 84;24121;BG;G;;;;;www.regoapartments.it;2;0;6;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67342896;45.70088318
BERGAMO;BERGAMO;RELAIS DEI MANDORLI;Complementari;Foresterie lombarde;390392373;VIA L. CALVETTI 9;24127;BG;P;;informazioni@relaisdeimandorli.it;347 9102222;;;0;0;9;7;No;No;No;No;No;No;No;No;No;Ascensore,Autorimessa;;;;;9.65526175;45.68349604
BERGAMO;BERGAMO;RELAIS SAN LORENZO;Alberghiere;Alberghi 5 stelle;352638014;PIAZZA L. MASCHERONI 5/A;24129;BG;P;;welcome@relaisanlorenzo.com;035/237383;035/237383;www.relaisanlorenzo.com;29;6;57;29;Si;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale;Tutte;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 1,Congressi capacita' Max 30;9.65979253;45.70556019
BERGAMO;BERGAMO;RESIDENCE IL POLARESCO;Alberghiere;Residenze turistico alberghiere 2 stelle;310867420;VIA NINI DA FANO 7;24100;BG;P;;INFO@RESIDENCEILPOLARESCO.IT;035/2652434;035/4329259;WWW.RESIDENCEILPOLARESCO.IT;14;0;24;14;No;Si;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Aria condizionata non centralizzata,Ascensore,Autorimessa,Bar,Parco o giardino;American express,Visa,Master Card,Bancomat,JCB;Inglese;;;9.63217004;45.68982932
BERGAMO;BERGAMO;RESIDENCE LA CORTENUOVA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;301899727;VIA FURIETTI 13;24126;BG;G;;;;;www.lacortenuova.it;15;0;34;15;No;No;No;No;No;No;No;No;No;;;;;;9.67483704;45.68386306
BERGAMO;BERGAMO;RESIDENCE MATILDE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390959433;VIA SAN G. BOSCO 24;24126;BG;P;;;;;www.residencematildebergamo.it;10;0;30;7;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67408507;45.6859721
BERGAMO;BERGAMO;RESIDENZA BERGAMO KISS & FLY;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389585748;VIALE PAPA GIOVANNI XXIII 72;24121;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.67205791;45.69277337
BERGAMO;BERGAMO;RESIDENZA IL FIORE;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;197290138;VIA TADINI 1/3;24126;BG;I forse diventa P;;;;;WWW.RESIDENZAILFIORE.IT;5;0;10;5;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici;;;;;9.67311708;45.68459512
BERGAMO;BERGAMO;RESIDENZA IL FIORE APARTMENT;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381829101;VIA TADINI 1;24126;BG;I forse diventa P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.67311708;45.68459512
BERGAMO;BERGAMO;RISTOBBAMALFI;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;305828566;VIA G. ROSA 29;24125;BG;P;;;;;WWW.RISTOBBAMALFI.COM;4;0;8;3;No;No;No;No;No;No;No;No;No;;;;;;9.69151479;45.68886576
BERGAMO;BERGAMO;ROLLA MARIA ANGELICA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;343650291;VIA S. LAZZARO 1/L;24122;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66343218;45.69242379
BERGAMO;BERGAMO;ROOM & BREAKFAST AIRPORT;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390582228;VIA DEI CABRINI 12;24126;BG;P;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.67007329;45.68764353
BERGAMO;BERGAMO;RUBINI ROSSANO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390597768;VIA G.B. MORONI 325;24127;BG;P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;9.65406609;45.68143891
BERGAMO;BERGAMO;SALVECCHIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381823083;VIA SALVECCHIO 10;24129;BG;;CITTA' ALTA;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66083312;45.70447621
BERGAMO;BERGAMO;SAN GIORGIO;Alberghiere;Alberghi 3 stelle;197290284;VIA SAN GIORGIO 10;24122;BG;P;;INFO@HOTELSANGIORGIOBERGAMO.IT;035/212043;035/310072;WWW.HOTELSANGIORGIOBERGAMO.IT;28;0;51;31;Si;Si;No;No;No;No;No;No;No;Accettazione gruppi,Access. diversamente abili totale;American express,Visa,Master Card,Diners,Eurocard,CartaSi;Inglese,Francese,Spagnolo,Tedesco;;;9.66842927;45.68856356
BERGAMO;BERGAMO;SANT'ALESSANDRO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390294367;VIA SANT'ALESSANDRO 1;24122;BG;P;;;;;;2;0;5;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale;;;;;9.66419068;45.69347365
BERGAMO;BERGAMO;SANT'ALESSANDRO 58;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;382821595;VIA S. ALESSANDRO 58;24122;BG;A;;;;;;4;0;16;4;No;No;No;No;No;No;No;No;No;;;;;;9.6644789;45.6953116
BERGAMO;BERGAMO;SANT'ALESSANDRO CHARME APARTMENTS;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390372408;VIA SANT'ALESSANDRO 23;24122;BG;P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.6642627;45.69444309
BERGAMO;BERGAMO;SANTA LUCIA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;305828149;VIA S. ALESSANDRO 11;24122;BG;P;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66421685;45.69411319
BERGAMO;BERGAMO;SAN TOMASO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;323575116;VIA SAN TOMASO 26;24121;BG;G;;;;;www.bergamovacanze.it;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.6737741;45.70243951
BERGAMO;BERGAMO;SCALABRINO LUISA CASA VACANZE VIA FINAZZI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389927282;VIA G. FINAZZI 8;24127;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;9.65522242;45.68591552
BERGAMO;BERGAMO;SEMINARIO VESCOVILE GIOVANNI XXIII;Complementari;Case per ferie;301899282;VIALE DELLE MURA 80;24129;BG;A;BERGAMO ALTA;;;;;94;0;94;94;No;;;;;;;;;;;;;;9.65825432;45.7056971
BERGAMO;BERGAMO;SERIOLI MAURIZIO - CASA MIRIAM;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388463198;VIA MARTINELLA 23;24124;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.70490503;45.70910645
BERGAMO;BERGAMO;SH HOME BERGAMO DI LABATE GIUSEPPE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390596375;VIA DELLE CAVE 47/D;24127;BG;P;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale;;;;;9.64488539;45.68209215
BERGAMO;BERGAMO;SIRIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355836967;VIA BASCHENIS 15;24122;BG;G;;;;;www.iduesoli-bg.com;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66583983;45.68781934
BERGAMO;BERGAMO;SOLE - A. MONTEROSSO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;354540980;VIA PONCHIA 14;24123;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.68555731;45.71972685
BERGAMO;BERGAMO;SPINELLI ANDREA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390406013;VIA GOMBITO 2;24129;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66340588;45.70411512
BERGAMO;BERGAMO;SPINO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;308971835;VIA SPINO 19;24126;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66500844;45.68337509
BERGAMO;BERGAMO;STARHOTELS CRISTALLO PALACE;Alberghiere;Alberghi 4 stelle;197290278;VIA BETTY AMBIVERI 35;24126;BG;L1;;CRISTALLO.BG@STARHOTELS.IT;035/311211;035/312031;WWW.STARHOTELS.COM;90;0;164;90;No;No;No;No;Si;No;No;No;No;Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale;American express,Master Card,Diners,Eurocard,CartaSi;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 7,Congressi capacita' Min 15,Congressi capacita' Max 450;9.67542169;45.68121089
BERGAMO;BERGAMO;STOP & SLEEP;Complementari;Foresterie lombarde;389490631;VIA G. E G. PAGLIA 19;24122;BG;G;;stopsleepbergamo@gmail.com;347 1288635;;;4;0;10;2;No;No;No;No;No;No;No;No;No;;;;;;9.67121245;45.69077982
BERGAMO;BERGAMO;SUARDELLI GIACOMO ADELIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;385096121;VIA SANT'ALESSANDRO 74;24122;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66469578;45.69649401
BERGAMO;BERGAMO;SUITE APARTMENT SAN LAZZARO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;383733866;VIA SAN LAZZARO 8;24122;BG;G;;;;;www.suiteapartmentsanlazzaro.com;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66280611;45.69235365
BERGAMO;BERGAMO;SUITE FINARDI LODGE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;386525026;VIA BORGO PALAZZO 167/F;24125;BG;G;;;;;www.suitefinardi.weebly.com;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.69792192;45.69181306
BERGAMO;BERGAMO;SUPER SWEET STUDIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387965762;VIA SANT'ORSOLA 17;24121;BG;P;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66615834;45.69375657
BERGAMO;BERGAMO;SWEET HOME;Complementari;Foresterie lombarde;391235003;VIA PALEOCAPA 3/D;24122;BG;P;;info@bb-bergamo.com;347 1224700;;;1;0;5;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici,Ascensore;;;;;9.67171862;45.69174216
BERGAMO;BERGAMO;TERRAZZE FIORITE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;383433361;VIA F.COGHETTI 134;24100;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.65282551;45.69211719
BERGAMO;BERGAMO;TOP SUITES VIA MORONI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390118146;VIA G.B. MORONI 27;24128;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66318551;45.69163388
BERGAMO;BERGAMO;TOP SUITES VIA SAN BERNARDINO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390118275;VIA SAN BERNARDINO 7;24128;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66349092;45.69160383
BERGAMO;BERGAMO;TOP SUITES VIA SANT'ORSOLA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390118114;VIA SANT'ORSOLA 2;24121;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66731651;45.69362059
BERGAMO;BERGAMO;TRATTORIA GIULIANA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;197290305;VIA BROSETA 35/58;24125;BG;G;;;;;;4;0;8;2;No;No;No;No;No;No;No;No;No;;;;;;9.66038548;45.69281405
BERGAMO;BERGAMO;UN NIDO SUI TETTI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390296961;VIA SAN TOMASO 43;24121;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.67518206;45.70336874
BERGAMO;BERGAMO;UPTOWN BNB 1;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;357152584;PIAZZA LUIGI ANGELINI 15;24129;BG;G;CITTA' ALTA;;;;www.uptownbnb.it;2;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66492643;45.70313057
BERGAMO;BERGAMO;UPTOWN BNB 2;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;357153167;PIAZZA LUIGI ANGELINI 15;24129;BG;G;;;;;www.uptownbnb.it;2;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66492643;45.70313057
BERGAMO;BERGAMO;VENERE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388357971;VIA G. E G. PAGLIA 36;24122;BG;G;;;;;;3;0;6;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;9.67240145;45.69035742
BERGAMO;BERGAMO;VIA CARDUCCI CASA VACANZE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390293836;VIA G. CARDUCCI 13/B;24127;BG;P;;;;;;3;0;6;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.65543738;45.68861016
BERGAMO;BERGAMO;VIA DIAZ DI LORENZI SIMONE;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;331414541;VIA DIAZ 9;24128;BG;P;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;Aria condizionata centralizzata,Parco o giardino;;;;;9.65508393;45.69456383
BERGAMO;BERGAMO;VILLA DE HURA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;382177808;VIA CAVAGNIS 2;24129;BG;G;;;;;www.villadehura.com;4;0;12;4;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa,Parco o giardino;;;;;9.65581698;45.70903754
BERGAMO;BERGAMO;VIP BERGAMO APARTMENTS;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;340442239;VIA TIRABOSCHI 62;24122;BG;P;;;;;;5;0;18;4;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66747618;45.69311626
BERGAMO;BERGAMO;ZAFFIRO SMERALDO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;355327190;VIALE PAPA GIOVANNI XXIII 30 30;24121;BG;G;;;;;;2;0;10;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa;;;;;9.67385107;45.69148348
BIANZANO;BERGAMO;B&B A CASA DI LU;Alloggi privati in affitto;Bed & Breakfast;355389766;VIA MONTE CROCE 46;24060;BG;P;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa,Parco o giardino;;;;;9.8930867;45.7821404
BOLTIERE;BERGAMO;HOTEL VILLA ZOIA SPA;Alberghiere;Alberghi 4 stelle;133619109;VIA CARDINALE GUSTAVO TESTA 12;24040;BG;D;;INFO@VILLAZOIA.IT;035/4824235;035/4195043;WWW.VILLAZOIA.IT;25;0;44;25;No;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Internet point;Tutte;Inglese,Spagnolo,Tedesco;;;9.57975204;45.60133481
BOLTIERE;BERGAMO;SAN GIORGIO;Alberghiere;Alberghi 3 stelle;197290308;PIAZZA CADUTI DELLA LIBERTA' 5;24040;BG;G;;INFO@HOTELRISTORANTESANGIORGIO.IT;035/881973;035/881973;WWW.HOTELRISTORANTESANGIORGIO.IT;20;0;38;20;No;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale;American express,Visa,Master Card,Diners,Key Client;Inglese,Spagnolo;;;9.5799523;45.6001047
BONATE SOPRA;BERGAMO;B&B SAN ROCCO;Alloggi privati in affitto;Bed & Breakfast;335791700;VIA MILANO 9;24040;BG;G no P;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.56872953;45.68202968
BONATE SOPRA;BERGAMO;PODERE SAN MARCO;Complementari;Foresterie lombarde;391202237;VIA DEL GAMBETTO 22;24040;BG;P;;info@sanmarcobb.it;035 4156904;;;2;0;4;1;No;No;No;No;No;No;No;No;No;Parco o giardino,WI-FI in aree comuni;;;;;9.57266949;45.68787505
BONATE SOPRA;BERGAMO;RESIDENCE E SUITES SOLAF;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;197290253;VIA MILANO 3/A;24040;BG;P;;;;;www.residencehotelsolaf.it;22;0;31;22;No;No;No;No;No;No;No;No;No;Servizio di pulizia bagno assicurato almeno 1 volta al giorno;;;;;9.57099939;45.68538375
BONATE SOTTO;BERGAMO;BERETTA;Alberghiere;Alberghi 1 stelle;197290309;VIA MARCO POLO 2/A;24040;BG;G;;omar.beretta@alice.it;035/4942446;035/4942446;;8;0;8;3;No;Si;No;No;No;No;No;No;No;Parco o giardino,Accettazione animali domestici,Accesso a vetture private,Access. diversamente abili totale;;Inglese,Francese;;;9.56596554;45.67415233
BORGO DI TERZO;BERGAMO;B&B CASALE GHISLENI;Alloggi privati in affitto;Bed & Breakfast;355425062;VIA LEONARDO DA VINCI 21/A;24060;BG;G;;;;;;3;0;6;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa,Parco o giardino;;;;;9.88939526;45.72097908
BOSSICO;BERGAMO;ARRIGHETTI MARIA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388213619;VIA IV NOVEMBRE 23 E LOC. REDONDOLO;24060;BG;G;;;;;;5;0;14;3;No;No;No;No;No;No;No;No;No;;;;;;10.045059;45.828388
BOSSICO;BERGAMO;BARCELLINI DAMIANO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387835382;VIA RODARI 6;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04588792;45.82756893
BOSSICO;BERGAMO;BARCELLINI MARCELLO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387836089;VIA GROMO 11;24060;BG;A;;;;;;2;0;6;2;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;10.04408956;45.83030357
BOSSICO;BERGAMO;B&B IL PORTONE ROSSO;Alloggi privati in affitto;Bed & Breakfast;343582223;VIA LOCATELLI 22;24060;BG;G;;;;;;1;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;10.04365203;45.82846606
BOSSICO;BERGAMO;B&B MARAMAO;Alloggi privati in affitto;Bed & Breakfast;382832849;LOC. STA' SNC;24060;BG;P;;;;;;2;0;5;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Parco o giardino;;;;;10.0578868;45.8565392
BOSSICO;BERGAMO;BELLA VISTA DI PACCHIANI CELESTE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387822256;VIA SELLERONE 6;24060;BG;G;;;;;;9;0;18;3;No;No;No;No;No;No;No;No;No;;;;;;10.04554667;45.82610416
BOSSICO;BERGAMO;CASA VACANZE CHIARELLI LORENZO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390814787;VIA GIARDINI 7;24060;BG;P;;;;;;2;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;10.04486261;45.82689819
BOSSICO;BERGAMO;CASA VACANZE FIGAROLI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387695994;VIA VITTORIO EMANUELE 5;24060;BG;G;;;;;;3;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;10.04363872;45.8276227
BOSSICO;BERGAMO;CASA VACANZE PEGURRI GIUSEPPINA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390815629;VIA J. F. KENNEDY 2;2460;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04427109;45.82737245
BOSSICO;BERGAMO;CHIARELLI ARMANDO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388163196;VIA TRE SANTELLE 10;24060;BG;G;;;;;;5;0;9;2;No;No;No;No;No;No;No;No;No;;;;;;10.04022683;45.82989487
BOSSICO;BERGAMO;CHIARELLI IGNAZIO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388174754;VIA ROMA 2;24060;BG;G;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;;;;;;10.04293107;45.82875616
BOSSICO;BERGAMO;COCCHETTI ANGIOLINA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387697424;VIA SELLERONE 4 E VIA LOCATELLI 23;24060;BG;G;;;;;;4;0;8;3;No;No;No;No;No;No;No;No;No;;;;;;10.04566799;45.82636316
BOSSICO;BERGAMO;COCCHETTI ANTONIA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387835559;VIA CASTELLO 11;24060;BG;G;;;;;;4;0;9;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;10.04451294;45.82876073
BOSSICO;BERGAMO;COCCHETTI GIACOMINA ANGELINA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387789217;VIA VITTORIO EMANUELE 16;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04390449;45.82775539
BOSSICO;BERGAMO;COCCHETTI ITALO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387789417;VIA MARCONI 13;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04293037;45.82846915
BOSSICO;BERGAMO;COCCHETTI LUCIA VIA PAPA GIOVANNI XXIII;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387892689;VIA PAPA GIOVANNI XXIII;24060;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;10.045059;45.828388
BOSSICO;BERGAMO;COCCHETTI MAFALDA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387792085;VIA GIARDINI 9;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04504853;45.82662667
BOSSICO;BERGAMO;ELVETTI GIAN PAOLO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387846598;VIA SETTE COLLI 83;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04861749;45.82854928
BOSSICO;BERGAMO;FIGAROLI FRANCESCO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388216277;VIA GROMO 5;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04217194;45.83077888
BOSSICO;BERGAMO;FIGAROLI VINCENZO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388375471;VIA VITTORIO EMANUELE 5;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04363872;45.8276227
BOSSICO;BERGAMO;FILISETTI GIULIANO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388213951;VIA SETTE COLLI 39;24060;BG;G;;;;;;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;10.04656392;45.82882469
